ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,IDADE,COMPUTADOR,MORA_MÃE,MORA_PAI,REUNIÕES_ESCOLARES,USO_TEMPO_TELAS,AFAZERES_DOM,BIBLIOTECA
2017,2,23,2310852,2,3,1,218184385,214870035,A,F,D,A,B,A,A,C,A,B
2017,1,15,1500404,2,2,1,184863258,181098717,A,B,D,B,A,A,A,B,C,A
2017,4,41,4125209,2,3,1,234562705,231366824,A,C,E,A,A,A,A,B,A,A
2017,3,31,3148004,2,2,1,321640024,265210467,B,C,C,B,A,A,A,D,A,C
2017,2,22,2203701,2,3,2,16239354,186562751,B,B,F,A,A,B,C,A,A,A
2017,3,33,3305406,2,3,1,206717858,231068582,B,A,E,A,C,C,A,B,B,A
2017,3,33,3304557,1,3,1,274306065,266213343,B,D,C,B,A,A,B,D,E,B
2017,2,26,2613503,2,3,1,125547099,17944218,A,A,F,A,A,A,A,A,C,B
2017,2,24,2408300,2,3,1,120121119,166392663,B,C,E,A,B,A,B,E,E,B
2017,2,27,2708402,2,3,2,21602748,239733961,B,C,D,A,A,A,A,B,C,B
2017,3,35,3554003,2,3,1,228878557,205352802,A,F,C,B,A,A,A,D,E,B
2017,5,52,5213509,2,3,1,150952852,18894505,A,A,E,C,A,A,A,A,A,A
2017,3,35,3534401,2,3,1,257851165,281901648,A,C,D,B,B,B,A,D,A,B
2017,3,35,3518800,2,3,1,195016414,166487904,B,A,D,B,A,C,A,D,A,C
2017,2,29,2928604,2,3,1,221421836,201552291,B,NA,C,A,A,A,A,C,A,C
2017,1,15,1501402,1,2,1,200241303,226306612,B,B,F,A,A,C,A,A,NA,C
2017,3,35,3510302,2,3,2,238135675,24685034,A,A,C,B,A,A,A,D,A,A
2017,2,23,2304400,1,3,1,195625306,212760771,A,A,C,A,A,A,A,D,E,B
2017,2,29,2920809,2,3,1,153375473,187605087,B,B,D,A,A,A,A,D,D,B
2017,3,33,3300704,2,3,1,207741879,23352097,A,E,E,B,B,C,A,D,A,A
2017,2,28,2803708,2,2,1,166466868,215603007,A,C,C,A,A,A,C,B,E,A
2017,1,13,1300409,2,2,1,316425988,246734699,B,C,C,B,A,A,C,B,D,C
2017,3,31,3127701,2,2,1,224939051,271252371,B,C,D,C,A,A,A,D,A,A
2017,4,42,4208500,2,3,1,259981405,249756909,B,A,C,C,A,B,B,C,C,C
2017,2,27,2700201,2,3,2,219994642,239884423,A,C,D,A,A,A,B,E,E,C
2017,1,15,1502103,2,3,2,175994714,145388829,A,C,C,B,A,A,A,A,D,A
2017,4,42,6309772,2,3,2,215930956,203203127,B,C,C,A,A,C,B,A,A,A
2017,4,41,4103701,2,3,1,263029225,175106389,B,NA,C,B,A,A,A,A,B,A
2017,3,35,3509502,2,3,1,22770573,225498129,A,C,D,B,A,A,B,C,E,B
2017,5,53,5300108,1,2,1,274079962,231338486,B,C,D,B,A,A,A,A,D,C
2017,1,12,1200179,2,3,1,136648026,196544171,A,C,C,B,A,A,A,B,A,B
2017,3,31,3134202,2,3,1,282029328,277911607,A,C,NA,B,A,A,A,E,A,B
2017,3,35,3523503,2,3,1,220349444,227563686,A,C,G,A,A,A,A,A,A,B
2017,3,31,3145208,2,3,1,251044931,253134091,B,C,D,B,A,B,B,B,C,A
2017,2,23,2311801,2,3,2,20232835,157001914,B,D,E,A,A,A,B,D,E,A
2017,3,35,3504503,2,3,1,213863633,251940901,A,A,C,C,A,C,A,D,A,B
2017,2,29,2927408,1,3,1,262322653,299085745,B,C,C,A,A,A,A,E,D,C
2017,1,12,1200609,2,2,1,252496476,240240234,B,C,C,C,A,A,A,A,C,C
2017,3,35,3550308,1,2,1,181894938,167273694,A,C,E,C,A,B,A,D,A,C
2017,2,26,2601102,2,3,1,182507686,139143533,A,F,F,A,A,A,A,C,E,A
2017,4,43,4317509,2,2,1,19643325,248450705,A,A,C,D,A,A,A,A,B,C
2017,4,42,4202206,2,2,1,178876703,190609188,B,C,D,A,A,A,C,B,A,A
2017,3,35,3550308,1,3,1,224012326,172915018,B,C,D,A,A,A,A,B,A,B
2017,5,51,5107958,2,3,1,177004245,166067873,A,C,C,B,A,A,B,D,B,B
2017,2,25,2501807,2,3,1,278545499,271303569,B,C,D,B,A,C,A,B,A,B
2017,2,23,2311264,2,3,2,19366569,168737794,B,A,C,A,A,A,A,A,D,A
2017,4,43,4317103,2,3,1,16956058,198145318,B,B,C,NA,A,C,A,A,A,C
2017,2,26,2607901,2,3,1,240582812,259141957,B,E,D,D,A,C,A,B,A,B
2017,2,24,2408102,1,3,1,211317879,244061592,A,C,D,A,A,B,B,B,B,A
2017,5,52,5212253,2,3,1,279730337,303050914,A,C,D,A,B,A,C,A,D,B
2017,2,29,2932903,2,3,1,13552043,158929864,A,A,G,A,B,B,B,A,B,B
2017,5,52,5219902,2,3,1,281771326,237017818,B,NA,C,A,A,A,C,D,NA,C
2017,5,51,5108402,2,3,1,265277365,233248327,B,A,C,A,A,B,A,D,A,B
2017,5,53,5300108,1,2,1,176456286,229972645,B,A,D,A,C,B,A,B,C,B
2017,3,35,3556404,2,3,1,223212976,246381515,A,F,D,B,B,A,C,B,E,B
2017,2,26,2606507,2,3,1,172920174,255060029,A,A,C,A,A,A,A,D,A,A
2017,2,29,2919553,2,3,1,276387713,297740193,B,C,C,C,A,B,C,A,A,C
2017,2,29,2900702,2,3,2,242974911,265885087,B,B,D,A,A,A,A,D,A,C
2017,3,35,3552403,2,3,1,187258387,172429202,B,F,D,B,A,B,B,A,A,B
2017,5,51,5105259,2,3,1,21249324,248803497,A,A,C,A,A,A,A,B,E,B
2017,1,13,1303908,2,3,1,128706593,129725172,B,C,E,NA,A,A,A,A,E,A
2017,4,41,4105706,2,3,1,259318301,258385343,A,A,D,B,A,A,B,A,A,B
2017,2,25,2500775,2,3,1,222437041,183958504,B,B,C,B,A,A,A,A,E,B
2017,2,29,2927408,1,3,1,190914658,201582752,B,C,F,B,B,A,C,A,D,A
2017,4,42,4203204,2,3,1,211441067,241599591,A,C,C,E,A,A,B,A,D,B
2017,2,21,2111201,2,3,2,197812622,134783316,B,C,C,B,A,A,A,A,B,A
2017,4,41,4108304,2,3,1,247500169,254132328,A,A,D,C,C,C,B,C,E,C
2017,1,15,1502939,2,3,1,20153495,184199959,B,A,C,A,A,B,C,D,D,B
2017,4,43,4314902,1,2,1,245389487,216841861,B,A,D,B,A,A,A,A,E,C
2017,5,50,5002704,1,2,1,163336518,22555296,A,NA,B,A,A,A,C,D,C,C
2017,2,25,2507507,1,3,1,227781153,168035562,A,F,F,A,A,A,A,C,A,A
2017,5,52,5205497,2,3,1,162521577,201169708,A,F,D,A,B,A,C,E,C,B
2017,4,43,4302105,2,3,1,11034998,214687323,A,A,F,B,A,A,B,A,A,C
2017,4,43,4308102,2,2,2,185435788,19176968,A,B,C,A,A,A,C,D,D,A
2017,2,22,2210607,2,3,1,22434239,188764965,B,C,D,A,A,A,A,A,E,B
2017,1,17,1716109,2,3,1,222039598,282397637,A,C,C,A,A,B,A,B,A,B
2017,3,35,3543006,2,3,1,202029413,252251216,A,C,D,C,A,B,B,D,E,B
2017,3,35,3515509,2,3,1,273899531,25028906,B,NA,D,B,A,B,A,A,B,A
2017,4,41,4128104,2,3,1,262861796,297073453,A,C,D,B,A,A,B,D,A,C
2017,5,52,5208707,1,3,1,250483365,271499583,A,B,C,A,A,B,C,B,C,C
2017,3,35,3539103,2,3,1,214694551,215665607,B,C,C,B,A,B,A,A,B,A
2017,2,26,2615003,2,3,1,182602557,219441916,A,A,D,A,A,A,B,B,A,B
2017,3,31,3156601,2,3,2,176915159,186205935,A,C,C,A,B,B,A,D,A,A
2017,5,50,5002704,1,3,1,233107799,264510751,A,A,C,B,A,A,A,A,A,C
2017,3,35,3546405,2,2,1,236411473,22603369,B,A,D,B,A,A,A,C,A,B
2017,3,35,3550308,1,2,1,261428818,291004273,A,A,D,C,A,C,C,B,B,C
2017,3,31,3130408,2,3,1,280798928,320366581,B,C,D,B,A,A,A,B,A,B
2017,3,35,3550308,1,3,1,224408613,224671538,B,A,C,B,A,A,A,B,A,B
2017,3,35,3550308,1,2,1,321759136,301642651,B,B,C,B,B,A,B,C,B,C
2017,1,13,1303403,2,2,1,256813041,165189078,B,C,C,A,A,A,A,E,A,C
2017,4,42,4208906,2,3,1,284124859,281502857,A,A,D,C,A,A,B,D,A,B
2017,1,15,1508001,2,3,1,29349277,203519366,B,D,D,A,A,A,A,B,A,C
2017,3,35,3550308,1,2,1,258439617,241525813,B,C,C,D,A,A,A,A,A,A
2017,3,35,3527108,2,3,1,187149137,167823898,B,C,C,B,A,A,A,A,C,C
2017,2,24,2401800,2,3,1,145816388,166149476,A,B,D,B,A,A,A,A,C,A
2017,3,35,3550308,1,2,1,181166769,178031234,A,C,D,B,A,B,B,A,E,B
2017,3,31,3106200,1,2,1,238303599,241222765,B,B,D,B,NA,A,B,B,E,B
2017,3,35,3550308,1,3,1,225101081,209348991,B,C,D,B,A,A,A,B,A,C
2017,3,31,3147006,2,2,1,251941355,196795071,A,F,D,B,A,A,B,B,A,B
2017,2,27,2709301,2,3,1,164015158,212939962,B,B,D,A,A,A,B,E,B,B
2017,2,21,2100303,2,3,1,231070888,212007789,B,C,D,A,B,A,C,D,C,C
2017,1,14,1400100,1,3,1,24707865,245770053,B,C,C,A,A,A,B,B,A,B
2017,4,41,4110706,2,3,1,257815575,329736874,A,C,C,C,A,A,B,D,D,C
2017,5,51,5107909,2,3,1,198523988,232158818,B,A,C,B,A,A,B,D,B,A
2017,4,43,4304002,2,2,1,254449701,246290243,A,A,C,B,A,A,C,E,D,A
2017,2,23,2312908,2,3,1,244480777,221285525,A,B,C,A,A,B,B,B,D,B
2017,3,35,3550308,1,3,1,296460098,352640544,A,C,D,A,A,A,A,D,E,B
2017,2,29,2913606,2,3,1,242824671,184418498,A,F,D,A,B,A,A,A,D,B
2017,3,35,3503901,2,3,1,223869414,224441988,B,C,D,D,A,A,A,C,D,B
2017,3,33,3304003,2,3,1,220884676,303469324,A,A,D,C,A,A,B,D,A,C
2017,3,33,3301702,2,3,1,141881785,152018107,A,C,H,B,B,A,B,B,A,A
2017,4,43,4315057,2,3,1,21427507,251919103,B,A,D,B,C,C,C,D,B,C
2017,2,29,2912004,2,3,1,152283743,212760883,B,C,D,A,A,A,A,C,D,B
2017,2,29,2930105,2,3,2,143609017,148701679,B,C,E,NA,B,A,C,A,D,A
2017,1,11,1100205,1,2,1,249031599,223022993,B,A,C,B,B,B,A,E,A,A
2017,2,27,2709301,2,3,2,261019419,236615672,A,NA,D,A,A,B,A,D,E,C
2017,4,41,4100509,2,3,1,219448777,230113326,A,C,D,C,A,A,A,D,B,B
2017,3,31,3106200,1,3,1,168537221,205147174,B,F,D,A,A,A,A,C,A,A
2017,5,53,5300108,1,2,1,302476844,251893113,A,C,D,A,B,A,C,E,A,A
2017,4,43,4305108,2,3,1,185236846,249083518,A,C,D,C,A,A,C,A,A,C
2017,2,29,2911600,2,3,1,218436657,227289087,B,C,D,A,A,A,C,B,A,C
2017,5,53,5300108,1,2,1,227657468,261863634,B,A,C,B,A,A,A,E,C,B
2017,3,31,3106309,2,3,1,178504106,196191322,B,A,D,D,A,C,A,D,A,B
2017,2,24,2408102,1,3,1,148978692,210290218,B,C,D,B,A,A,A,B,C,A
2017,3,33,3303302,2,3,1,186090022,201031989,B,C,E,A,A,B,B,B,D,B
2017,3,35,3552502,2,2,1,179889098,22259279,B,A,D,B,A,A,A,B,B,A
2017,5,50,5002100,2,2,1,207109186,233020398,A,C,D,B,A,A,A,D,C,C
2017,3,33,3300456,2,3,1,141854073,178338866,A,A,F,B,A,B,B,A,NA,B
2017,3,31,3134202,2,3,1,276193564,257160798,A,C,D,A,A,A,A,D,A,B
2017,2,29,2927408,1,3,1,199191609,215518163,A,A,C,A,A,B,A,B,C,A
2017,3,32,3203908,2,3,1,204041808,221386298,A,C,C,B,A,A,B,C,B,C
2017,3,33,3303401,2,3,2,220605132,204582885,B,C,D,B,A,B,B,D,D,C
2017,3,35,3523107,2,3,1,138339668,205691006,A,E,D,A,A,A,A,A,A,A
2017,4,42,4209706,2,3,1,256863892,211538406,B,A,E,A,A,A,A,B,B,A
2017,3,35,3536703,2,3,1,178565756,231928653,B,E,C,A,A,A,B,B,D,C
2017,3,31,3106200,1,3,1,243959043,258657594,B,C,D,A,A,B,A,A,E,B
2017,3,31,3136306,2,2,1,132842011,204415823,A,B,C,C,A,B,B,D,A,B
2017,3,31,3151206,2,3,1,208603098,160187776,B,A,D,A,NA,NA,A,D,NA,B
2017,1,11,1100098,2,2,1,126950217,172371857,A,A,C,B,A,A,C,D,C,C
2017,3,31,3154606,2,2,1,247799657,233968667,B,A,C,B,A,A,A,C,B,B
2017,1,13,1301209,2,3,1,159261813,147626646,A,B,C,D,A,A,C,E,A,C
2017,5,51,5101803,2,3,2,210252097,254354444,B,F,D,A,A,A,B,D,A,B
2017,4,41,4108304,2,3,2,20360288,169208798,A,B,D,B,A,A,A,A,B,A
2017,2,29,2927408,1,3,1,220767602,162010593,A,B,E,B,A,A,C,A,D,B
2017,3,35,3520202,2,3,1,233254127,29259821,A,A,C,C,A,A,A,C,A,C
2017,2,26,2605707,2,3,1,106993362,187854982,A,C,E,NA,A,A,C,A,E,B
2017,2,21,2106326,2,3,2,176036805,16590232,B,C,C,A,A,B,B,D,B,C
2017,2,23,2304400,1,3,1,251186025,294635374,A,A,D,A,A,B,B,C,A,B
2017,3,35,3550308,1,3,1,274962227,296356466,A,C,D,B,A,A,A,B,B,A
2017,3,32,3203908,2,3,1,165515405,154242677,A,C,E,B,A,A,A,D,B,A
2017,3,35,3551009,2,3,1,266494873,230550796,A,A,D,B,A,B,B,B,E,C
2017,3,35,3557006,2,3,1,255878272,264860134,B,C,D,A,A,B,C,A,A,B
2017,4,41,4105508,2,3,1,211644637,210761502,A,C,C,A,A,A,C,D,A,B
2017,2,23,2311801,2,3,1,172300484,229136832,A,A,D,B,B,A,C,B,E,B
2017,4,43,4313409,2,3,1,269518232,292533711,A,A,D,B,A,A,A,D,A,C
2017,3,31,3107802,2,2,1,236339631,234873061,B,C,C,B,A,A,A,B,B,B
2017,2,25,2500106,2,3,1,177668616,201866965,A,C,D,A,NA,A,A,E,A,C
2017,4,42,4214805,2,2,1,211456769,256018526,A,A,C,B,A,B,A,D,E,B
2017,2,21,2112209,2,3,1,147792972,187956259,B,D,D,B,A,A,A,D,A,B
2017,2,24,2408102,1,3,1,236260958,238625169,A,A,D,A,A,B,NA,D,E,B
2017,2,21,2111300,1,3,2,117714641,129432408,A,D,E,C,A,A,B,E,D,A
2017,2,21,2109601,2,3,1,121277308,211986383,B,C,C,A,A,A,C,D,A,C
2017,4,42,4209300,2,2,1,245725887,219359698,A,C,E,B,A,A,B,A,A,B
2017,2,21,2103505,2,3,1,238324921,206566839,B,C,D,B,C,B,A,D,A,C
2017,3,35,3531803,2,3,1,294113121,279647287,A,A,E,D,A,A,C,D,E,A
2017,4,41,4111258,2,3,1,184313977,244016096,B,F,C,B,A,B,A,B,A,C
2017,2,23,2314102,2,3,1,228453677,282779661,B,C,C,A,A,A,A,A,A,B
2017,3,35,3538006,2,3,1,291797161,212764068,A,C,C,D,A,A,A,D,E,C
2017,3,35,3525201,2,3,1,248932982,213035873,B,E,D,A,A,B,A,A,A,C
2017,2,29,2931350,2,3,1,113814031,158215057,A,C,E,B,A,A,A,B,C,C
2017,3,35,3500758,2,3,2,234529649,277220163,B,D,C,B,A,C,A,A,A,B
2017,1,15,1504422,2,3,1,181470223,258016342,A,C,C,A,A,C,C,A,E,B
2017,3,35,3552205,2,3,1,229516869,260351747,A,E,D,B,A,B,B,B,A,B
2017,4,42,4213708,2,2,1,243958547,310663449,A,A,D,C,A,A,A,A,B,B
2017,5,51,5100250,2,2,2,201059935,193849769,B,C,C,A,A,C,B,D,A,A
2017,1,15,1500800,2,2,1,221077447,226054761,B,C,D,A,A,A,C,A,A,C
2017,1,13,1302603,1,2,1,217082132,253020462,A,E,D,A,A,A,A,D,A,C
2017,5,50,5006606,2,2,1,256923118,269699683,A,NA,E,A,A,B,B,E,D,B
2017,4,43,4322202,2,2,1,227838946,233812281,A,F,C,B,A,A,C,B,C,B
2017,2,24,2401305,2,3,1,259993085,18910697,B,C,C,A,A,A,A,C,A,A
2017,3,35,3507605,2,3,1,207359916,177122202,B,F,C,A,A,B,B,B,A,B
2017,3,35,3550308,1,2,1,181648615,176226751,B,A,D,A,A,A,B,A,B,A
2017,3,35,3542206,2,3,1,203958617,277127549,A,C,D,A,A,B,A,D,A,A
2017,2,24,2408102,1,3,1,293773746,21395832,B,F,C,B,A,B,A,A,A,B
2017,1,15,1502103,2,3,2,153522958,162008972,B,C,C,A,A,A,A,A,A,C
2017,4,42,4205407,1,2,1,133424789,203393161,A,B,D,A,A,A,A,A,A,B
2017,3,35,3550308,1,2,1,227619619,217219302,A,A,E,B,C,C,B,C,E,B
2017,1,15,1502400,2,3,1,202618802,189530187,A,C,F,B,A,B,A,D,A,A
2017,4,43,4310603,2,3,1,168616831,181888364,B,F,D,A,B,A,A,A,A,A
2017,2,29,2920601,2,3,2,153940786,145114566,B,C,E,A,A,A,B,C,A,B
2017,3,35,3522307,2,3,1,235694488,197642064,B,A,C,NA,A,B,A,A,A,A
2017,2,23,2300754,2,3,2,260004324,297365267,A,A,D,A,A,A,B,D,B,B
2017,2,23,2309706,2,3,1,178207925,147881739,B,B,D,B,A,B,A,A,B,B
2017,4,43,4322301,2,3,1,26109341,244093227,B,A,D,B,A,A,A,A,A,A
2017,3,35,3513801,2,3,1,321759136,270220878,B,A,C,B,A,B,B,A,A,C
2017,1,15,1506138,2,3,2,190009419,195381107,A,A,C,A,A,A,A,D,E,A
2017,3,33,3304557,1,3,1,230739777,227413503,A,B,C,B,A,B,A,A,E,A
2017,4,43,4309209,2,2,1,210202018,234803643,B,B,D,A,A,B,C,A,A,B
2017,1,13,1302603,1,2,1,241314231,222606037,A,F,C,A,A,A,A,B,E,C
2017,4,41,4104808,2,3,1,204629655,172718166,A,F,D,B,A,A,B,C,E,A
2017,2,21,2105708,2,3,1,158098847,1636678,B,D,E,A,B,B,B,C,C,A
2017,4,42,4214805,2,2,1,252934413,267830196,B,E,D,B,A,A,A,B,D,A
2017,4,41,4108304,2,3,1,323300317,312312385,A,A,D,C,A,A,A,C,A,B
2017,3,35,3550308,1,2,1,234866765,270442827,A,B,C,C,A,B,A,B,A,B
2017,4,42,4209003,2,3,1,199004898,231047734,B,A,D,C,A,A,A,B,E,A
2017,2,24,2403251,2,3,1,165269358,192921565,B,A,C,B,A,A,A,D,B,B
2017,3,35,3547502,2,3,1,242162889,256939129,A,C,E,C,A,A,C,D,A,C
2017,2,21,2111748,2,3,1,155035876,210501491,A,NA,D,A,B,B,NA,A,E,A
2017,3,33,3301702,2,3,1,254314447,200913777,B,C,D,B,A,B,B,A,B,C
